sku_id,model_key,model,fold_count,backtest_rows,actual_total,forecast_total,absolute_error,bias,horizon_wmape_percent,mean_rolling_3m_wmape_percent,median_rolling_3m_wmape_percent,valid_rolling_3m_windows,actual_positive_months,forecast_positive_months_gt_0,forecast_positive_months_gt_1,feature_count,fit_status,wmape_valid,selection_score,selection_metric,bias_percent,wmape_band
021620616A000,direct_random_forest_log1p,Direct Random Forest log1p,9,162,83.0,49.75664457661905,122.10263654143398,-33.24335542338095,147.11161029088433,110.33736645028546,104.68362680571008,46,17,162,0,779,fit,True,110.33736645028546,mean_rolling_3m_wmape_percent,-40.05223544985657,100_to_200
021620616A000,direct_tweedie_glm,Direct Tweedie GLM,9,162,83.0,54.44003012416394,124.33683022381277,-28.559969875836067,149.80340990820815,113.23978807065576,104.12277720638164,46,17,162,4,779,fit,True,113.23978807065576,mean_rolling_3m_wmape_percent,-34.40960226004346,100_to_200
021620616A000,hurdle_xgboost_tweedie,Hurdle XGBoost Tweedie,9,162,83.0,72.34625284281847,141.28253509389955,-10.653747157181526,170.219921799879,118.77874613734092,105.2875159184046,46,17,162,15,779,fallback_hist_probability_times_positive_amount_xgboost_missing,True,118.77874613734092,mean_rolling_3m_wmape_percent,-12.835839948411477,100_to_200
021620616A000,direct_hist_squared,Direct Hist Gradient Squared,9,162,83.0,79.39603610499489,145.12229438597768,-3.6039638950051094,174.84613781443093,118.85454267269886,108.90037025769634,46,17,162,0,779,fit,True,118.85454267269886,mean_rolling_3m_wmape_percent,-4.342125174704951,100_to_200
021620616A000,hurdle_random_forest,Hurdle Random Forest Regression,9,162,83.0,103.3741794230944,164.47722225616062,20.37417942309441,198.1653280194706,124.29210161487235,111.28616615883739,46,17,162,16,779,fit_probability_times_positive_amount,True,124.29210161487235,mean_rolling_3m_wmape_percent,24.547204124210133,100_to_200
021620616A000,direct_random_forest,Direct Random Forest,9,162,83.0,137.9459543950898,193.42661024037778,54.94595439508979,233.0441087233467,136.0801861726966,113.52237039543314,46,17,162,56,779,fit,True,136.0801861726966,mean_rolling_3m_wmape_percent,66.19994505432506,100_to_200
083100012A000,direct_tweedie_glm,Direct Tweedie GLM,9,162,27.0,41.295974989670455,64.1883545011656,14.295974989670459,237.73464630061335,110.14205307019702,110.97648193949543,28,12,162,0,779,fit,True,110.14205307019702,mean_rolling_3m_wmape_percent,52.948055517297995,100_to_200
083100012A000,direct_hist_poisson,Direct Hist Gradient Poisson,9,162,27.0,28.338340180456754,50.99232332610692,1.3383401804567558,188.86045676335894,111.60250588442463,115.42609297647007,28,12,162,0,779,fit,True,111.60250588442463,mean_rolling_3m_wmape_percent,4.95681548317317,100_to_200
083100012A000,direct_xgboost_tweedie,Direct XGBoost Tweedie,9,162,27.0,28.04333842542666,50.99539341212494,1.0433384254266613,188.8718274523146,112.52688185120257,116.40369200110666,28,12,162,0,779,fallback_hist_poisson_xgboost_missing,True,112.52688185120257,mean_rolling_3m_wmape_percent,3.864216390469116,100_to_200
083100012A000,direct_random_forest_log1p,Direct Random Forest log1p,9,162,27.0,37.52974514797694,60.129318693289676,10.52974514797694,222.70118034551732,114.99102946690216,115.1044354694445,28,12,162,0,779,fit,True,114.99102946690216,mean_rolling_3m_wmape_percent,38.999056103618294,100_to_200
083100012A000,direct_extra_trees_log1p,Direct Extra Trees log1p,9,162,27.0,41.554699921784234,63.7528938175676,14.55469992178423,236.12182895395406,115.4735145330795,118.17701382522284,28,12,162,0,779,fit,True,115.4735145330795,mean_rolling_3m_wmape_percent,53.906296006608265,100_to_200
083100012A000,direct_hist_squared,Direct Hist Gradient Squared,9,162,27.0,50.225331524091914,70.22412311569148,23.225331524091906,260.0893448729314,116.37788619055816,113.43152277441158,28,12,162,0,779,fit,True,116.37788619055816,mean_rolling_3m_wmape_percent,86.01974638552558,100_to_200
083100012A000,hurdle_xgboost_tweedie,Hurdle XGBoost Tweedie,9,162,27.0,41.29193380155171,62.230825121271934,14.291933801551707,230.48453748619235,117.94575760268052,118.11258621200741,28,12,162,0,779,fallback_hist_probability_times_positive_amount_xgboost_missing,True,117.94575760268052,mean_rolling_3m_wmape_percent,52.933088153895206,100_to_200
083100012A000,hurdle_random_forest,Hurdle Random Forest Regression,9,162,27.0,69.91621708488842,89.2448163839226,42.916217084888416,330.5363569774911,126.18099359980236,128.42498338112517,28,12,162,0,779,fit_probability_times_positive_amount,True,126.18099359980236,mean_rolling_3m_wmape_percent,158.94895216625338,100_to_200
083100012A000,direct_random_forest,Direct Random Forest,9,162,27.0,83.98460098014166,101.60094569297962,56.984600980141664,376.2997988628875,130.43842205653723,131.0817723505989,28,12,162,4,779,fit,True,130.43842205653723,mean_rolling_3m_wmape_percent,211.0540777042284,100_to_200
