sku_id,model_key,model,fold_count,backtest_rows,actual_total,forecast_total,absolute_error,bias,horizon_wmape_percent,mean_rolling_3m_wmape_percent,median_rolling_3m_wmape_percent,valid_rolling_3m_windows,actual_positive_months,forecast_positive_months_gt_0,forecast_positive_months_gt_1,wmape_valid,selection_score,selection_metric,bias_percent,wmape_band
021620616A000,seasonal_sba_croston,Seasonal SBA Croston,9,162,83.0,53.69767606928387,124.73441717829397,-29.302323930716128,150.28243033529395,113.41939668481236,107.4107142857143,46,17,162,0,True,113.41939668481236,mean_rolling_3m_wmape_percent,-35.304004735802565,100_to_200
021620616A000,sba_croston,SBA Croston,9,162,83.0,64.37478387188209,133.22137503149412,-18.62521612811792,160.50768076083628,115.18314748403388,106.20811287477954,46,17,162,0,True,115.18314748403388,mean_rolling_3m_wmape_percent,-22.440019431467373,100_to_200
021620616A000,boosted_sba_hybrid,Boosted SBA Hybrid,9,162,83.0,70.04226626406552,137.18458708020202,-12.957733735934482,165.28263503638797,118.12052194219585,108.94778070813351,46,17,162,0,True,118.12052194219585,mean_rolling_3m_wmape_percent,-15.611727392692147,100_to_200
021620616A000,aggregate_allocation,Aggregate Allocation,9,162,83.0,78.55619472081614,144.27656295374908,-4.443805279183865,173.8271842816254,118.25490613414141,109.8483194818132,46,17,162,3,True,118.25490613414141,mean_rolling_3m_wmape_percent,-5.353982264076945,100_to_200
021620616A000,hurdle_random_forest,Hurdle Random Forest,9,162,83.0,64.38000538106019,136.2561288259471,-18.619994618939806,164.16401063367118,124.57513230391388,100.0,46,17,67,33,True,124.57513230391388,mean_rolling_3m_wmape_percent,-22.433728456553983,100_to_200
021620616A000,recent_mean_6,Recent Mean 6m,9,162,83.0,84.0,153.0,0.9999999999999929,184.33734939759037,137.71566597653555,101.38888888888889,46,17,90,36,True,137.71566597653555,mean_rolling_3m_wmape_percent,1.2048192771084252,100_to_200
083100012A000,tsb,TSB,9,162,27.0,31.56811609555389,53.39249530387307,4.568116095553888,197.74998260693727,112.79530792667117,112.94433947197346,28,12,162,0,True,112.79530792667117,mean_rolling_3m_wmape_percent,16.91894850205144,100_to_200
083100012A000,sba_croston,SBA Croston,9,162,27.0,39.56999999999999,61.44333333333334,12.569999999999999,227.56790123456793,116.8295697908793,115.4074074074074,28,12,162,0,True,116.8295697908793,mean_rolling_3m_wmape_percent,46.55555555555555,100_to_200
083100012A000,hurdle_random_forest,Hurdle Random Forest,9,162,27.0,31.45893217512792,56.17260243437255,4.458932175127918,208.0466756828613,117.10612847721667,100.0,28,12,68,0,True,117.10612847721667,mean_rolling_3m_wmape_percent,16.514563611584883,100_to_200
083100012A000,sba_croston_tuned,SBA Croston Tuned,9,162,27.0,45.482142857142854,67.13214285714287,18.48214285714285,248.63756613756615,119.95864714933593,111.90476190476191,28,12,162,0,True,119.95864714933593,mean_rolling_3m_wmape_percent,68.45238095238093,100_to_200
